job-id,job-title,job-listing-date,job-url,job-location-state,job-location-city,job-location-area,job-location-suburb,job-advertiser,job-advertiser-email,job-advertiser-phone,job-classification,job-sub-classification,job-citizenship-required
51378851,Data Engineer - Azure - 3 month contract,2021-01-25 03:22:08,https://www.seek.com.au/job/51378851,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Opus Recruitment Solutions,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51376294,Data Engineer | Creative Agency,2021-01-24 23:45:47,https://www.seek.com.au/job/51376294,New South Wales,Sydney,,,Opal Consulting Group,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51371731,Data Engineer,2021-01-22 08:00:45,https://www.seek.com.au/job/51371731,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Profusion Group,,Yes,Information & Communication Technology,Database Development & Administration,
51370450,Data Engineer/ ETL Developer,2021-01-22 05:58:45,https://www.seek.com.au/job/51370450,New South Wales,Sydney,North Shore & Northern Beaches,,M&T Resources,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51369329,Asset Data Engineer,2021-01-22 05:00:18,https://www.seek.com.au/job/51369329,Northern Territories,Darwin,,,Ventia,,,Engineering,Other,Yes
51364753,Data Engineer - Collibra or Alation - Banking/Finance exp.,2021-01-22 00:49:36,https://www.seek.com.au/job/51364753,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Mars Recruitment,Yes,Yes,Information & Communication Technology,Engineering - Software,
51362847,Data Engineer - Python/Hadoop,2021-01-21 22:42:11,https://www.seek.com.au/job/51362847,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Bluefin Resources,,,Information & Communication Technology,Other,
51362098,Data Engineer,2021-01-21 21:29:27,https://www.seek.com.au/job/51362098,New South Wales,Sydney,,,Tabcorp,Yes,,Information & Communication Technology,Database Development & Administration,
51361684,2 x Data Engineers ( Power BI & Cognos) - Contract,2021-01-21 20:05:32,https://www.seek.com.au/job/51361684,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Recruitment Company,,Yes,Information & Communication Technology,Developers/Programmers,
51360319,Intermediate Data Engineer | Scale up,2021-01-21 07:01:05,https://www.seek.com.au/job/51360319,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Redwolf + Rosch,,,Information & Communication Technology,Database Development & Administration,Yes
51358392,"Data Engineer | Microsoft Azure, ETL, ADF",2021-01-21 04:45:58,https://www.seek.com.au/job/51358392,New South Wales,Sydney,Parramatta & Western Suburbs,,CoTalent,,,Information & Communication Technology,Database Development & Administration,
51358151,Azure Data Engineer (Multiple roles),2021-01-21 04:31:00,https://www.seek.com.au/job/51358151,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Perigon Group,,,Information & Communication Technology,Other,
51357517,Cloud Data Engineer,2021-01-21 03:52:45,https://www.seek.com.au/job/51357517,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Bluefin Resources,,,Information & Communication Technology,Consultants,
51357380,Data Engineer,2021-01-21 03:45:58,https://www.seek.com.au/job/51357380,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,LeasePlan Australia,,,Information & Communication Technology,Engineering - Software,
51356860,Data Engineer,2021-01-21 03:16:03,https://www.seek.com.au/job/51356860,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,West Recruitment,Yes,,Information & Communication Technology,Database Development & Administration,
51356307,Data Engineer,2021-01-21 02:48:43,https://www.seek.com.au/job/51356307,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Enzen Pty Ltd,Yes,,Information & Communication Technology,Engineering - Software,
51351008,Senior Cloud Data Engineer,2021-01-20 11:30:04,https://www.seek.com.au/job/51351008,New South Wales,Sydney,Ryde & Macquarie Park,macquariepark,Optus,,,Information & Communication Technology,Engineering - Software,
51350133,Data Engineer - Innovation/Greenfield Projects,2021-01-20 07:14:56,https://www.seek.com.au/job/51350133,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,M&T Resources,Yes,,Information & Communication Technology,Developers/Programmers,
51350043,Big Data Engineer - AWS,2021-01-20 07:01:46,https://www.seek.com.au/job/51350043,New South Wales,Sydney,,,Hydrogen Group,,,Information & Communication Technology,Engineering - Software,
51348906,Data Engineer,2021-01-20 05:35:13,https://www.seek.com.au/job/51348906,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Green Light Australia,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51348723,Data Engineer (AWS),2021-01-20 05:24:35,https://www.seek.com.au/job/51348723,Victoria,Melbourne,,,Capgemini,,,Information & Communication Technology,Engineering - Software,
51342973,DATA ENGINEER,2021-01-19 23:44:17,https://www.seek.com.au/job/51342973,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Ajeka,,,Information & Communication Technology,Consultants,
51341044,System Administrator,2021-01-19 21:13:15,https://www.seek.com.au/job/51341044,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Easier Australia Pty Ltd,Yes,,Information & Communication Technology,Networks & Systems Administration,
51336490,Big Data Engineer,2021-01-19 04:24:41,https://www.seek.com.au/job/51336490,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Macquarie Group,,,Information & Communication Technology,Developers/Programmers,
51335724,Data Engineer,2021-01-19 03:42:52,https://www.seek.com.au/job/51335724,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,ITbility,Yes,,Information & Communication Technology,Engineering - Software,
51333404,Data Engineer,2021-01-19 01:32:17,https://www.seek.com.au/job/51333404,New South Wales,Sydney,,,FIRESOFT People,,,Information & Communication Technology,Other,
51332849,Data Engineer,2021-01-19 01:02:09,https://www.seek.com.au/job/51332849,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Opus Recruitment Solutions,Yes,Yes,Information & Communication Technology,Engineering - Software,
51331796,Data Developer,2021-01-19 00:07:02,https://www.seek.com.au/job/51331796,New South Wales,Sydney,,,CoreLogic,,,Information & Communication Technology,Engineering - Software,
51328867,Data Engineer (DDS),2021-01-18 12:01:50,https://www.seek.com.au/job/51328867,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,SEEK,,,Information & Communication Technology,Engineering - Software,
51325761,Work remotely: Data Engineer Python TypeScript SQL AWS Algo Trading Risk,2021-01-18 05:05:34,https://www.seek.com.au/job/51325761,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Westbury Partners,,,Information & Communication Technology,Developers/Programmers,
51325158,Data Engineer,2021-01-18 04:34:44,https://www.seek.com.au/job/51325158,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Charterhouse,Yes,,Information & Communication Technology,Engineering - Software,
51324905,Software and Data Systems Engineer,2021-01-18 04:22:40,https://www.seek.com.au/job/51324905,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Nearmap Australia Pty Ltd,,,Information & Communication Technology,Engineering - Software,
51324614,Senior Azure BI Consultant,2021-01-18 04:06:42,https://www.seek.com.au/job/51324614,Victoria,Melbourne,,,Aurec Group,,,Information & Communication Technology,Team Leaders,
51324396,Data Engineer,2021-01-18 03:54:18,https://www.seek.com.au/job/51324396,South Australia,Adelaide,,,Capgemini,,,Information & Communication Technology,Engineering - Software,Yes
51548873,Chief Data Architect,2021-02-16 06:15:50,https://www.seek.com.au/job/51548873,New South Wales,Sydney,,,Macquarie Group,,,Information & Communication Technology,Architects,
51531118,Senior Data Architect,2021-02-15 00:16:50,https://www.seek.com.au/job/51531118,New South Wales,Sydney,,,Hydrogen Group,,,Information & Communication Technology,Engineering - Software,
51372787,Senior Data Architect,2021-01-22 22:02:51,https://www.seek.com.au/job/51372787,New South Wales,Sydney,,,Annalect,Yes,,Information & Communication Technology,Database Development & Administration,
51547340,Enterprise Data Architect,2021-02-16 04:47:27,https://www.seek.com.au/job/51547340,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,The Onset,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51538600,Data Architect & Governance,2021-02-15 08:04:07,https://www.seek.com.au/job/51538600,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,DRA Global,,,Information & Communication Technology,Architects,
51533866,Data Architect - Tech Lead - Azure,2021-02-15 02:55:56,https://www.seek.com.au/job/51533866,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Cox Purtell Staffing Services,Yes,,Information & Communication Technology,Database Development & Administration,Yes
51530436,Data Architect,2021-02-14 23:39:24,https://www.seek.com.au/job/51530436,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Finite IT Recruitment,,Yes,Information & Communication Technology,Architects,
51515239,Bigdata Architect,2021-02-11 14:02:27,https://www.seek.com.au/job/51515239,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Cognizant,,,Information & Communication Technology,Architects,
51510246,Solution Architect/Data Designer/Data Architect,2021-02-11 03:00:10,https://www.seek.com.au/job/51510246,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Queensland Rail,Yes,,Government & Defence,Government - State,
51510245,Solution Architect/Data Designer/Data Architect,2021-02-11 03:00:10,https://www.seek.com.au/job/51510245,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Queensland Rail,Yes,,Information & Communication Technology,Architects,
51502991,Enterprise Architect,2021-02-10 06:12:37,https://www.seek.com.au/job/51502991,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Aurec Group,,,Information & Communication Technology,Architects,
51489594,Data Architect / BI Architect,2021-02-09 03:49:23,https://www.seek.com.au/job/51489594,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Halcyon Knights,Yes,Yes,Information & Communication Technology,Architects,
51489248,Information / Data Architect,2021-02-09 03:31:14,https://www.seek.com.au/job/51489248,Australian Capital Territory,ACT,,canberra,Calleo,Yes,Yes,Information & Communication Technology,Architects,Yes
51470552,Information/Data Architect,2021-02-05 08:06:17,https://www.seek.com.au/job/51470552,Australian Capital Territory,ACT,,,Exclaim IT,,,Information & Communication Technology,Architects,Yes
51468573,Information Data Architect and Data Integration Architect,2021-02-05 05:30:44,https://www.seek.com.au/job/51468573,Australian Capital Territory,ACT,,,Modis,Yes,,Information & Communication Technology,Architects,
51464994,Information/Data Architect,2021-02-05 02:30:06,https://www.seek.com.au/job/51464994,Australian Capital Territory,ACT,,,GMT People,,Yes,Information & Communication Technology,Architects,Yes
51456180,Data Architect,2021-02-04 03:51:57,https://www.seek.com.au/job/51456180,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Hero Teams,,,Information & Communication Technology,Architects,
51453142,Data Architect,2021-02-04 00:53:44,https://www.seek.com.au/job/51453142,Victoria,Melbourne,CBD & Inner Suburbs,eastmelbourne,Charterhouse,Yes,,Information & Communication Technology,Architects,
51449428,Data Architect,2021-02-03 10:18:17,https://www.seek.com.au/job/51449428,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Capital Talent Consulting,,Yes,Information & Communication Technology,Architects,
51441702,Data Architect,2021-02-03 00:00:32,https://www.seek.com.au/job/51441702,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Profusion Group,,Yes,Information & Communication Technology,Architects,
51418694,Cloud Data Architect - Azure,2021-01-31 22:09:13,https://www.seek.com.au/job/51418694,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Paxus,,Yes,Information & Communication Technology,Architects,
51407425,Data Architect - Azure,2021-01-29 00:35:07,https://www.seek.com.au/job/51407425,Queensland,Brisbane,,,Randstad,Yes,Yes,Information & Communication Technology,Architects,
51404133,Enterprise Data Architect,2021-01-28 09:30:05,https://www.seek.com.au/job/51404133,New South Wales,Sydney,Ryde & Macquarie Park,,Transport for NSW,Yes,,Government & Defence,Government - State,
51399347,Data Architect,2021-01-28 02:46:08,https://www.seek.com.au/job/51399347,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Talent International,,Yes,Information & Communication Technology,Architects,
51390445,Solution Architect,2021-01-27 03:55:36,https://www.seek.com.au/job/51390445,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",haymarket,Endeavour Group,,,Information & Communication Technology,Architects,
51379115,Data Architect,2021-01-25 03:39:42,https://www.seek.com.au/job/51379115,Western Australia,Perth,,perth,Paxus,,Yes,Information & Communication Technology,Database Development & Administration,
51369432,Technical Architect (Data Architect),2021-01-22 05:03:29,https://www.seek.com.au/job/51369432,Victoria,Ballarat & Central Highlands,,ballarat,Hammond Street Developments,,Yes,Information & Communication Technology,Architects,
51365710,Data Architect,2021-01-22 01:47:28,https://www.seek.com.au/job/51365710,New South Wales,Sydney,,,Capgemini,,,Information & Communication Technology,Engineering - Software,
51340091,Data Architect,2021-01-19 09:31:13,https://www.seek.com.au/job/51340091,Western Australia,Perth,,perth,NES Fircroft,Yes,Yes,Information & Communication Technology,Architects,
51217632,Azure Data Architect,2021-01-18 06:44:10,https://www.seek.com.au/job/51217632,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Wipro,,,Information & Communication Technology,Architects,
51505641,Senior Business Intelligence Developer / DBA (1060),2021-02-10 21:58:21,https://www.seek.com.au/job/51505641,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Probe Group,,,Information & Communication Technology,Developers/Programmers,
51424722,Senior .Net/C#/React Developer - Major Global Company,2021-02-01 04:30:52,https://www.seek.com.au/job/51424722,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,ETE Group,Yes,,Information & Communication Technology,Developers/Programmers,
51421682,Senior Business Intelligence Developer (Microsoft/SQL/Azure/Power BI),2021-02-01 01:31:05,https://www.seek.com.au/job/51421682,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,ETE Group,Yes,,Information & Communication Technology,Database Development & Administration,
51368757,Senior Business Intelligence Developer (Microsoft/SQL/Azure/Power BI),2021-01-22 04:31:37,https://www.seek.com.au/job/51368757,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,ETE Group,Yes,,Information & Communication Technology,Database Development & Administration,
51549714,Senior BI Developer,2021-02-16 07:31:24,https://www.seek.com.au/job/51549714,New South Wales,Sydney,Parramatta & Western Suburbs,,Foundation Recruitment,,,Information & Communication Technology,Database Development & Administration,
51540862,Senior BI Developer,2021-02-15 22:50:39,https://www.seek.com.au/job/51540862,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,CBHS Health Fund,,,Information & Communication Technology,Business/Systems Analysts,
51533103,Senior BI Developer,2021-02-15 02:14:58,https://www.seek.com.au/job/51533103,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Alexander Porter,,,Information & Communication Technology,Developers/Programmers,
51515764,"Senior BI Developer - MS Suite, SSIS, Modelling and ETL.",2021-02-11 21:06:17,https://www.seek.com.au/job/51515764,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Alloc8,,,Information & Communication Technology,Developers/Programmers,
51479966,Senior BI Developer,2021-02-08 04:55:33,https://www.seek.com.au/job/51479966,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Michael Page,,Yes,Information & Communication Technology,Developers/Programmers,
51479810,"Senior BI Engineer - Brisbane -  $120-150,000 + Super",2021-02-08 04:44:28,https://www.seek.com.au/job/51479810,Queensland,Brisbane,,,Talenza,,,Information & Communication Technology,Database Development & Administration,
51448480,Senior BI Developer,2021-02-03 06:53:16,https://www.seek.com.au/job/51448480,Victoria,Melbourne,Bayside & South Eastern Suburbs,mulgrave,Kmart,,,Information & Communication Technology,Developers/Programmers,
51446882,BI Developer/SQL Developer,2021-02-03 05:03:18,https://www.seek.com.au/job/51446882,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Halcyon Knights,Yes,Yes,Information & Communication Technology,Engineering - Software,
51433795,Senior Business Intelligence / BI Developer - Perm / Contract,2021-02-02 02:56:08,https://www.seek.com.au/job/51433795,Queensland,Brisbane,,,Talenza,,,Information & Communication Technology,Database Development & Administration,
51365715,Senior MSBI Developer,2021-01-22 01:47:44,https://www.seek.com.au/job/51365715,Queensland,Brisbane,,,Ambition Recruitment,,,Information & Communication Technology,Developers/Programmers,
51339578,Senior BI Developer/ Analyst,2021-01-19 07:53:16,https://www.seek.com.au/job/51339578,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Private Advertiser,,,Information & Communication Technology,Database Development & Administration,
51514207,Senior Business Intelligence Analyst,2021-02-11 07:07:09,https://www.seek.com.au/job/51514207,Queensland,Brisbane,,thegap,Paxus,,Yes,Information & Communication Technology,Business/Systems Analysts,
51404440,Business Intelligence Analyst,2021-01-28 12:06:21,https://www.seek.com.au/job/51404440,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Capital Talent Consulting,,Yes,Information & Communication Technology,Business/Systems Analysts,
51488738,Senior BI Analyst,2021-02-09 03:03:14,https://www.seek.com.au/job/51488738,Victoria,Melbourne,,,FIRESOFT People,,,Information & Communication Technology,Other,
51488465,Senior BI Analyst,2021-02-09 02:49:23,https://www.seek.com.au/job/51488465,New South Wales,Sydney,,,FIRESOFT People,,,Information & Communication Technology,Other,
51536020,Business Intelligence Developer - Engineering,2021-02-15 04:50:58,https://www.seek.com.au/job/51536020,Queensland,Brisbane,CBD & Inner Suburbs,milton,QTAC,Yes,,Information & Communication Technology,Developers/Programmers,
51523746,Cognos BI Developer,2021-02-12 05:38:13,https://www.seek.com.au/job/51523746,New South Wales,Sydney,,,Talenza,,,Information & Communication Technology,Database Development & Administration,
51523360,Business Intelligence Developer,2021-02-12 05:17:07,https://www.seek.com.au/job/51523360,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Computershare,,,Information & Communication Technology,Web Development & Production,
51507006,Business Intelligence Developer,2021-02-10 23:39:04,https://www.seek.com.au/job/51507006,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Computershare,,,Information & Communication Technology,Web Development & Production,
51496256,Business Intelligence Developer,2021-02-09 23:31:23,https://www.seek.com.au/job/51496256,South Australia,Adelaide,,,Datacom,,,Information & Communication Technology,Developers/Programmers,
51446467,Tableau Business Intelligence Developer,2021-02-03 04:39:27,https://www.seek.com.au/job/51446467,Victoria,Melbourne,CBD & Inner Suburbs,kew,Bluefin Resources,,,Information & Communication Technology,Developers/Programmers,
51442536,Business Intelligence Developer,2021-02-03 00:49:11,https://www.seek.com.au/job/51442536,New South Wales,Sydney,Ryde & Macquarie Park,northryde,FutureYou,Yes,,Information & Communication Technology,Developers/Programmers,
51439379,Power BI Developer,2021-02-02 20:31:16,https://www.seek.com.au/job/51439379,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Bunnings Warehouse,,,Information & Communication Technology,Developers/Programmers,
51425903,Business Intelligence Developer,2021-02-01 05:31:52,https://www.seek.com.au/job/51425903,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Humanised Group,,Yes,Information & Communication Technology,Other,
51420287,Business Intelligence Developer,2021-02-01 00:04:30,https://www.seek.com.au/job/51420287,South Australia,Adelaide,,adelaide,Hudson,,Yes,Information & Communication Technology,Database Development & Administration,
51413829,Microsoft Power BI Developer,2021-01-29 06:30:48,https://www.seek.com.au/job/51413829,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,StraightUp,,,Information & Communication Technology,Developers/Programmers,
51386170,BI Developer,2021-01-26 23:12:57,https://www.seek.com.au/job/51386170,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Clicks IT Recruitment,,Yes,Information & Communication Technology,Database Development & Administration,
51368214,Power BI Developer,2021-01-22 04:05:05,https://www.seek.com.au/job/51368214,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,DialogIT,,,Information & Communication Technology,Database Development & Administration,Yes
51549312,Grad/Junior BI Developer | Training & certifications provided |,2021-02-16 06:45:31,https://www.seek.com.au/job/51549312,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Billigence,,,Information & Communication Technology,Developers/Programmers,Yes
51549154,BI Developer/Consultant,2021-02-16 06:32:30,https://www.seek.com.au/job/51549154,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Servian,,,Information & Communication Technology,Developers/Programmers,
51540856,Microsoft PowerBI Expert,2021-02-15 22:50:21,https://www.seek.com.au/job/51540856,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Versor Pty Ltd,,,Information & Communication Technology,Developers/Programmers,
51536561,Power BI Developer - Data Visualisation Developer – Report Developer,2021-02-15 05:20:34,https://www.seek.com.au/job/51536561,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Technology Recruiting Solutions,,,Information & Communication Technology,Developers/Programmers,
51535664,Reporting and BI Developer,2021-02-15 04:31:22,https://www.seek.com.au/job/51535664,New South Wales,Sydney,North West & Hills District,hornsby,Freedom Kitchens,,,Information & Communication Technology,Business/Systems Analysts,
51535623,Reporting and BI Developer,2021-02-15 04:30:21,https://www.seek.com.au/job/51535623,New South Wales,Gosford & Central Coast,,gosford,Freedom Kitchens,,,Information & Communication Technology,Business/Systems Analysts,
51528283,BI Developer,2021-02-14 10:30:46,https://www.seek.com.au/job/51528283,Victoria,Melbourne,,,FourQuarters Recruitment,,Yes,Information & Communication Technology,Other,
51528078,Microsoft BI Developer,2021-02-14 06:53:22,https://www.seek.com.au/job/51528078,Victoria,Melbourne,,melbourne,Aurec Group,,,Information & Communication Technology,Developers/Programmers,
51524982,Power BI Developer,2021-02-12 07:05:13,https://www.seek.com.au/job/51524982,Australian Capital Territory,ACT,,canberra,Modis,Yes,Yes,Information & Communication Technology,Consultants,
51524303,Power BI developer,2021-02-12 06:10:06,https://www.seek.com.au/job/51524303,Australian Capital Territory,ACT,,,GMT People,,,Information & Communication Technology,Developers/Programmers,Yes
51523838,Power Bi Developer (Azure DevOps),2021-02-12 05:44:15,https://www.seek.com.au/job/51523838,Australian Capital Territory,ACT,,parkes,Recruitment Hive,,Yes,Information & Communication Technology,Developers/Programmers,Yes
51523302,BI Developer \ Reporting Analyst,2021-02-12 05:15:13,https://www.seek.com.au/job/51523302,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Digital Native,Yes,Yes,Information & Communication Technology,Database Development & Administration,
51514699,BI Developer,2021-02-11 08:38:32,https://www.seek.com.au/job/51514699,Victoria,Melbourne,CBD & Inner Suburbs,portmelbourne,Total Tools,,,Information & Communication Technology,Business/Systems Analysts,
51506675,SQL SSAS developer,2021-02-10 23:18:10,https://www.seek.com.au/job/51506675,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Fernway Partners,Yes,,Information & Communication Technology,Database Development & Administration,
51504136,Power BI Developer,2021-02-10 08:28:30,https://www.seek.com.au/job/51504136,Australian Capital Territory,ACT,,,Hays Recruitment,Yes,Yes,Information & Communication Technology,Developers/Programmers,Yes
51503815,PowerBI Developer,2021-02-10 07:30:52,https://www.seek.com.au/job/51503815,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Preacta Recruitment,,,Information & Communication Technology,Developers/Programmers,
51497522,"Principal Power BI Developer Analyst - Information Projects, DIME",2021-02-10 00:48:43,https://www.seek.com.au/job/51497522,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Information & Communication Technology,Other,Yes
51497523,"Principal Power BI Developer Analyst - Information Projects, DIME",2021-02-10 00:48:43,https://www.seek.com.au/job/51497523,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Department of Health & Human Services VIC,Yes,,Government & Defence,Government - State,Yes
51491725,BI Developer - Power BI & SSIS,2021-02-09 05:45:31,https://www.seek.com.au/job/51491725,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Perigon Group,,,Information & Communication Technology,Other,
51491070,Microsoft BI / DW Engineer,2021-02-09 05:13:18,https://www.seek.com.au/job/51491070,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Ingenic Australia,,,Information & Communication Technology,Developers/Programmers,
51485253,Finance BI Developer / Analyst,2021-02-08 23:32:28,https://www.seek.com.au/job/51485253,Victoria,Melbourne,Eastern Suburbs,,Clicks IT Recruitment,,Yes,Information & Communication Technology,Business/Systems Analysts,
51479219,Power BI Developer | Immediate start,2021-02-08 04:06:06,https://www.seek.com.au/job/51479219,New South Wales,Sydney,,,FIRESOFT People,,,Information & Communication Technology,Developers/Programmers,
51468881,BI Developer/Analyst,2021-02-05 05:46:07,https://www.seek.com.au/job/51468881,Victoria,Melbourne,,,Sharp and Carter,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51457799,Business Intelligence Analyst Developer,2021-02-04 05:31:59,https://www.seek.com.au/job/51457799,New South Wales,Gosford & Central Coast,,,Sanitarium Health & Wellbeing,,,Information & Communication Technology,Developers/Programmers,
51457705,Senior Data Warehouse BI Developer,2021-02-04 05:26:08,https://www.seek.com.au/job/51457705,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,John Holland,,,Information & Communication Technology,Business/Systems Analysts,
51457694,Senior Data Warehouse BI Developer,2021-02-04 05:25:00,https://www.seek.com.au/job/51457694,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,John Holland,,,Information & Communication Technology,Business/Systems Analysts,
51456619,"BI Developer - Microsoft Stack - SSIS, SSAS and Power BI",2021-02-04 04:15:52,https://www.seek.com.au/job/51456619,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Technology People,,,Information & Communication Technology,Database Development & Administration,
51453893,Senior Data Warehouse BI Developer,2021-02-04 01:37:23,https://www.seek.com.au/job/51453893,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",pyrmont,John Holland,,,Information & Communication Technology,Business/Systems Analysts,
51453766,Junior Power BI Developer (Graduates Considered),2021-02-04 01:30:33,https://www.seek.com.au/job/51453766,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Task Recruitment,,,Information & Communication Technology,Developers/Programmers,
51453287,"670437 - Specialist, Power BI Developer - Brisbane",2021-02-04 01:01:06,https://www.seek.com.au/job/51453287,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Anglicare Southern Queensland,,Yes,Information & Communication Technology,Developers/Programmers,
51443350,Power BI Developer,2021-02-03 01:35:46,https://www.seek.com.au/job/51443350,South Australia,Adelaide,,adelaide,Modis,Yes,Yes,Information & Communication Technology,Developers/Programmers,
51431401,BI Developer - City Chic Collective,2021-02-02 00:38:22,https://www.seek.com.au/job/51431401,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",alexandria,City Chic,,,Information & Communication Technology,Developers/Programmers,
51430259,Power BI Developer,2021-02-01 23:30:34,https://www.seek.com.au/job/51430259,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Perigon Group,,,Information & Communication Technology,Other,
51429218,Power BI Developer,2021-02-01 22:17:36,https://www.seek.com.au/job/51429218,New South Wales,Sydney,North Shore & Northern Beaches,,Robert Half,,,Information & Communication Technology,Developers/Programmers,
51427318,Senior Power BI Developer - 12 month contract - Global brand,2021-02-01 07:30:36,https://www.seek.com.au/job/51427318,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Austcorp Executive,,,Information & Communication Technology,Developers/Programmers,
51420790,Power BI Developer,2021-02-01 00:33:54,https://www.seek.com.au/job/51420790,New South Wales,Sydney,North Shore & Northern Beaches,crowsnest,Real Pet Food Company,,,Information & Communication Technology,Database Development & Administration,
51415522,MS BI Developer,2021-01-29 20:15:50,https://www.seek.com.au/job/51415522,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,3X Partners,Yes,,Information & Communication Technology,Developers/Programmers,
51411368,BI Developer,2021-01-29 04:15:55,https://www.seek.com.au/job/51411368,Victoria,Melbourne,,,FourQuarters Recruitment,,Yes,Information & Communication Technology,Other,
51409296,Power BI Developer,2021-01-29 02:26:07,https://www.seek.com.au/job/51409296,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Bluefin Resources,,Yes,Information & Communication Technology,Developers/Programmers,
